,num_if,num_else,num_switch,num_loop,num_break,num_priority,num_binSearch,num_minMax,num_sort,num_hash_map,num_hash_set,num_recursive,num_nested_loop,num_vari,num_method,num_state,complexity,complexity_class,efficiency,filename
616,2,1,0,4,0,0,0,0,0,0,0,0,0,9,2,13,n,linear,efficient,269.java
617,6,1,0,2,0,0,0,0,0,0,0,0,0,8,4,19,n,linear,efficient,270.java
618,1,0,0,1,0,0,0,0,0,0,0,0,0,6,2,4,n,linear,efficient,272.java
619,6,0,0,4,1,0,0,0,0,0,0,0,0,9,4,21,n,linear,efficient,273.java
620,3,0,0,2,0,0,0,0,0,1,0,0,0,8,2,5,n,linear,efficient,275.java
621,1,0,0,2,0,0,0,0,0,0,0,0,0,8,3,7,n,linear,efficient,276.java
622,0,0,0,2,0,0,0,1,0,0,0,0,2,4,2,5,n,linear,efficient,277.java
623,1,0,0,2,0,0,0,0,0,0,0,0,2,5,2,4,n,linear,efficient,279.java
624,1,0,0,1,0,0,0,0,0,0,0,1,0,3,3,3,n,linear,efficient,28.java
625,1,0,0,2,0,0,0,0,0,0,0,0,0,6,2,6,n,linear,efficient,280.java
626,3,0,0,1,0,0,0,0,0,0,0,0,0,5,2,6,n,linear,efficient,281.java
627,2,0,0,1,0,0,0,0,0,0,0,0,0,5,2,6,n,linear,efficient,282.java
628,0,0,1,1,2,0,0,0,0,0,0,0,0,4,2,6,n,linear,efficient,283.java
629,1,0,0,1,0,0,0,0,0,0,0,0,0,4,2,4,n,linear,efficient,284.java
630,3,0,0,1,0,0,0,2,0,0,0,0,0,9,2,9,n,linear,efficient,287.java
631,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,2,n,linear,efficient,296.java
632,1,0,0,1,0,0,0,0,0,0,0,0,0,3,2,4,n,linear,efficient,299.java
633,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,n,linear,efficient,3.java
634,2,0,0,1,0,0,0,0,0,0,0,2,0,2,2,6,n,linear,efficient,300.java
635,1,0,0,0,0,0,0,0,0,0,0,4,0,1,2,3,n,linear,efficient,308.java
636,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,2,n,linear,efficient,309.java
637,0,0,0,3,0,0,0,0,0,0,0,0,0,6,3,4,n,linear,efficient,32.java
638,3,0,0,1,0,0,0,4,0,0,0,0,0,4,2,5,n,linear,efficient,320.java
639,4,0,0,0,0,0,0,2,0,0,0,3,0,1,2,9,n,linear,efficient,321.java
640,4,0,0,1,0,0,0,3,0,0,0,0,0,3,2,8,n,linear,efficient,329.java
641,1,0,0,5,0,0,0,0,0,0,0,0,0,7,4,8,n,linear,efficient,33.java
642,0,0,0,1,0,0,0,1,0,0,0,0,0,3,2,2,n,linear,efficient,331.java
643,0,0,0,1,0,0,0,4,0,0,0,0,0,5,2,3,n,linear,efficient,333.java
644,1,0,0,1,0,0,0,1,0,0,0,0,0,5,2,4,n,linear,efficient,334.java
645,3,0,0,1,0,0,0,2,0,0,0,0,0,4,2,8,n,linear,efficient,345.java
646,0,0,0,1,0,0,0,0,0,0,0,0,0,6,2,3,n,linear,efficient,349.java
647,3,0,0,1,0,0,0,3,0,0,0,0,0,4,2,8,n,linear,efficient,350.java
648,3,0,0,1,0,0,0,2,0,0,0,0,0,6,2,9,n,linear,efficient,351.java
649,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,2,n,linear,efficient,352.java
650,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,3,n,linear,efficient,353.java
651,2,0,0,1,0,0,0,0,0,0,0,0,0,4,2,5,n,linear,efficient,354.java
652,2,1,0,1,0,0,0,0,0,0,0,0,0,3,2,6,n,linear,efficient,355.java
653,0,0,0,4,0,0,0,0,0,0,0,0,2,6,2,5,n,linear,efficient,356.java
654,3,1,0,2,0,0,0,2,0,0,0,0,0,9,2,9,n,linear,efficient,358.java
655,1,1,0,3,0,0,0,0,0,0,0,0,0,7,2,7,n,linear,efficient,36.java
656,5,0,0,0,0,0,0,1,0,0,0,10,0,3,2,11,n,linear,efficient,360.java
657,3,0,0,5,0,0,0,0,0,0,0,0,2,5,2,12,n,linear,efficient,362.java
658,0,0,0,1,0,0,0,1,0,0,0,0,0,5,3,3,n,linear,efficient,365.java
659,3,0,0,4,0,0,0,0,0,0,0,0,0,8,2,8,n,linear,efficient,37.java
660,3,0,0,0,0,0,0,0,0,0,0,1,0,1,7,6,n,linear,efficient,374.java
661,2,0,0,0,0,0,0,0,0,0,0,2,0,4,3,5,n,linear,efficient,377.java
662,4,0,0,0,0,0,0,0,0,0,0,2,0,4,6,9,n,linear,efficient,378.java
663,2,0,0,2,0,0,0,0,0,0,0,0,0,5,3,7,n,linear,efficient,38.java
664,7,0,0,2,0,0,0,0,0,0,0,2,0,5,6,21,n,linear,efficient,381.java
665,3,0,0,0,0,0,0,0,0,0,0,2,0,3,3,6,n,linear,efficient,382.java
666,3,0,0,0,0,0,0,0,0,0,0,2,0,2,2,5,n,linear,efficient,383.java
667,5,0,0,3,0,0,0,0,0,0,0,0,0,5,2,12,n,linear,efficient,385.java
668,5,1,0,1,0,0,0,0,0,0,0,0,0,3,2,11,n,linear,efficient,386.java
669,2,0,0,2,0,0,0,0,0,0,0,0,0,3,2,6,n,linear,efficient,388.java
670,4,0,0,1,0,0,0,0,0,0,0,0,0,3,2,9,n,linear,efficient,389.java
671,1,0,0,2,0,0,0,0,0,0,0,0,0,6,2,5,n,linear,efficient,39.java
672,5,0,0,1,0,0,0,0,0,0,0,2,0,4,8,15,n,linear,efficient,390.java
673,3,0,0,0,0,0,0,0,0,0,0,2,0,3,5,7,n,linear,efficient,391.java
674,7,2,0,1,0,0,0,0,0,0,0,0,0,5,2,16,n,linear,efficient,393.java
675,9,0,0,0,0,0,0,0,0,0,0,2,0,1,5,17,n,linear,efficient,394.java
676,3,0,0,1,0,0,0,0,0,0,0,2,0,7,4,10,n,linear,efficient,398.java
677,2,0,0,0,0,0,0,0,0,0,0,2,0,3,3,5,n,linear,efficient,399.java
678,4,0,0,2,1,0,0,0,0,0,0,0,0,6,2,10,n,linear,efficient,4.java
679,3,0,0,0,0,0,0,0,0,0,0,2,0,7,4,8,n,linear,efficient,400.java
680,2,0,0,3,0,0,0,0,0,0,0,2,0,3,6,11,n,linear,efficient,404.java
681,2,1,0,1,0,0,0,0,0,0,0,2,0,1,3,6,n,linear,efficient,405.java
682,2,0,0,1,0,0,0,0,0,0,0,2,0,1,3,5,n,linear,efficient,406.java
683,3,0,0,0,0,0,0,0,0,0,0,2,0,2,4,6,n,linear,efficient,408.java
684,2,0,0,0,0,0,0,0,0,0,0,2,0,2,3,5,n,linear,efficient,409.java
685,3,0,0,0,0,0,0,0,0,0,0,2,0,4,4,8,n,linear,efficient,410.java
686,2,0,0,2,0,0,0,0,0,0,0,1,0,5,3,8,n,linear,efficient,411.java
687,4,0,0,0,0,0,0,0,0,0,0,2,0,5,3,7,n,linear,efficient,412.java
688,6,0,0,2,1,0,0,0,0,0,0,1,0,5,3,15,n,linear,efficient,413.java
689,4,0,0,3,1,0,0,0,0,0,0,0,0,9,4,14,n,linear,efficient,414.java
690,5,1,0,0,0,0,0,0,0,0,0,2,0,2,2,9,n,linear,efficient,415.java
691,10,0,0,0,0,0,0,0,0,0,0,2,0,3,3,18,n,linear,efficient,417.java
692,5,0,0,0,0,0,0,0,0,0,0,2,0,3,4,12,n,linear,efficient,418.java
693,4,0,0,0,0,0,0,0,0,0,0,2,0,2,3,11,n,linear,efficient,419.java
694,10,0,0,2,0,0,0,0,0,0,0,0,0,8,2,22,n,linear,efficient,420.java
695,4,0,0,0,0,0,0,0,0,0,0,2,0,4,4,9,n,linear,efficient,422.java
696,4,0,0,1,0,0,0,0,0,0,0,2,0,4,5,13,n,linear,efficient,424.java
697,4,0,0,0,0,0,0,0,0,0,0,2,0,1,2,8,n,linear,efficient,425.java
698,6,0,0,1,0,0,0,0,0,0,0,0,0,4,2,14,n,linear,efficient,426.java
699,12,1,0,2,1,0,0,0,0,0,0,2,2,15,5,41,n,linear,efficient,428.java
700,3,0,0,0,0,0,0,0,0,0,0,2,0,3,2,6,n,linear,efficient,429.java
701,7,0,0,3,1,0,0,0,2,0,0,3,0,10,5,22,n,linear,efficient,43.java
702,3,1,0,2,1,0,0,0,0,0,0,0,0,5,3,13,n,linear,efficient,430.java
703,3,0,0,0,0,0,0,0,0,0,0,2,0,1,2,6,n,linear,efficient,431.java
704,3,1,0,0,0,0,0,0,0,0,0,2,0,2,2,10,n,linear,efficient,432.java
705,9,0,0,0,0,0,0,0,0,0,0,2,0,4,5,18,n,linear,efficient,433.java
706,4,0,0,1,0,0,0,0,0,0,0,2,0,4,3,10,n,linear,efficient,434.java
707,2,0,0,0,0,0,0,0,0,0,0,2,0,2,3,4,n,linear,efficient,435.java
708,5,0,0,2,1,0,0,0,0,0,0,0,0,6,3,12,n,linear,efficient,436.java
709,2,0,0,0,0,0,0,0,0,0,0,2,0,1,2,3,n,linear,efficient,437.java
710,2,0,0,0,0,0,0,0,0,0,0,2,0,3,4,5,n,linear,efficient,438.java
711,3,0,0,2,0,0,0,0,0,0,0,2,0,8,7,12,n,linear,efficient,439.java
712,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,3,n,linear,efficient,44.java
713,2,0,0,0,0,0,0,0,0,0,0,2,0,5,3,7,n,linear,efficient,440.java
714,2,0,0,0,0,0,0,0,0,0,0,2,0,2,4,7,n,linear,efficient,441.java
715,2,2,0,1,0,0,0,0,0,0,0,2,0,3,3,11,n,linear,efficient,442.java
716,5,0,0,1,0,0,0,0,0,0,0,0,0,6,2,12,n,linear,efficient,443.java
717,4,2,0,2,0,0,0,0,0,0,0,0,0,6,3,13,n,linear,efficient,445.java
718,4,1,0,0,0,0,0,0,0,0,0,2,0,2,5,12,n,linear,efficient,446.java
719,7,2,0,3,0,0,0,0,0,0,0,2,0,7,4,19,n,linear,efficient,447.java
720,3,1,0,1,0,0,0,0,0,0,0,0,0,3,2,12,n,linear,efficient,449.java
721,4,0,0,1,0,0,0,0,0,0,0,0,0,3,2,10,n,linear,efficient,45.java
722,4,1,0,3,1,0,0,0,0,0,0,0,0,5,2,16,n,linear,efficient,451.java
723,6,1,0,0,0,0,0,0,0,0,0,2,0,4,5,20,n,linear,efficient,452.java
724,8,0,0,1,0,0,0,0,0,0,0,2,0,5,7,21,n,linear,efficient,453.java
725,6,2,0,4,0,0,0,4,0,0,0,0,0,10,5,19,n,linear,efficient,454.java
726,5,0,0,1,0,0,0,0,0,0,0,2,0,7,6,12,n,linear,efficient,455.java
727,4,1,0,0,0,0,0,0,0,0,0,2,0,2,7,11,n,linear,efficient,456.java
728,3,0,0,4,0,0,0,0,0,0,0,1,0,9,3,11,n,linear,efficient,461.java
729,4,0,0,2,0,0,0,0,0,0,0,0,0,9,2,10,n,linear,efficient,462.java
730,7,0,0,1,0,0,0,1,0,0,0,0,0,7,2,17,n,linear,efficient,469.java
731,6,0,0,1,0,0,0,1,0,0,0,0,0,6,2,19,n,linear,efficient,470.java
732,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,1,n,linear,efficient,479.java
733,1,1,0,1,0,0,0,1,0,0,0,0,0,5,2,6,n,linear,efficient,481.java
734,5,0,0,4,0,0,0,0,0,0,0,0,0,12,2,12,n,linear,efficient,494.java
735,1,1,0,2,0,0,0,0,0,0,0,0,0,7,3,6,n,linear,efficient,496.java
736,1,0,0,1,0,0,0,0,0,0,0,0,0,4,2,4,n,linear,efficient,500.java
737,2,0,0,2,0,0,0,0,0,0,0,0,0,3,2,4,n,linear,efficient,506.java
738,3,1,0,2,0,0,0,0,0,0,0,0,0,4,2,12,n,linear,efficient,507.java
739,5,0,0,3,0,1,0,0,0,0,0,0,0,9,3,13,n,linear,efficient,508.java
740,1,0,0,2,0,0,0,0,0,0,0,0,2,4,2,6,n,linear,efficient,509.java
741,4,0,0,0,0,0,0,0,0,0,0,1,0,2,2,8,n,linear,efficient,515.java
742,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,2,n,linear,efficient,517.java
743,4,0,0,1,0,0,0,0,0,0,0,0,0,3,2,9,n,linear,efficient,524.java
744,4,0,0,1,0,0,0,0,0,0,0,0,0,5,2,10,n,linear,efficient,526.java
745,1,0,0,1,0,0,0,0,0,0,0,0,0,5,2,3,n,linear,efficient,528.java
746,2,0,0,2,0,0,0,0,0,0,0,0,0,4,2,6,n,linear,efficient,531.java
747,2,0,0,4,0,0,0,0,0,0,0,0,0,5,2,8,n,linear,efficient,532.java
748,1,0,0,1,0,0,0,0,0,0,0,0,0,3,2,5,n,linear,efficient,533.java
749,1,0,0,1,0,0,0,0,0,0,0,0,0,4,2,4,n,linear,efficient,535.java
750,2,0,0,1,0,0,0,0,0,0,0,0,0,4,2,7,n,linear,efficient,537.java
751,4,0,0,1,0,0,0,0,0,0,0,0,0,3,2,9,n,linear,efficient,54.java
752,2,0,0,1,0,0,0,0,0,0,1,0,0,4,2,4,n,linear,efficient,541.java
753,3,0,0,1,0,0,0,0,0,0,0,0,0,5,2,6,n,linear,efficient,542.java
754,2,0,0,1,0,0,0,0,0,0,0,0,0,4,2,5,n,linear,efficient,544.java
755,2,0,0,1,0,0,0,0,0,0,0,0,0,9,2,5,n,linear,efficient,545.java
756,4,0,0,2,1,0,0,0,0,0,0,0,0,6,2,10,n,linear,efficient,547.java
757,3,1,0,1,0,0,0,0,0,0,0,0,0,2,2,9,n,linear,efficient,549.java
758,4,0,0,1,0,0,0,0,0,0,0,0,0,3,2,9,n,linear,efficient,55.java
759,3,0,0,2,0,0,0,0,0,0,0,0,2,5,1,9,n,linear,efficient,551.java
760,3,0,0,1,0,0,0,0,0,0,0,0,0,6,1,6,n,linear,efficient,552.java
761,2,0,0,1,0,0,0,1,0,0,0,0,0,3,1,4,n,linear,efficient,553.java
762,2,0,0,2,0,0,0,0,0,0,0,0,0,5,1,8,n,linear,efficient,554.java
763,0,0,0,3,0,0,0,4,0,0,0,0,0,7,1,6,n,linear,efficient,555.java
764,1,0,0,2,0,0,0,1,0,0,0,0,0,6,1,5,n,linear,efficient,557.java
765,2,1,0,1,0,0,0,0,0,0,0,0,0,5,1,7,n,linear,efficient,558.java
766,1,0,0,1,0,0,0,2,0,0,0,0,0,5,2,4,n,linear,efficient,559.java
767,7,3,0,2,0,0,0,0,0,0,0,0,0,14,1,19,n,linear,efficient,563.java
768,2,1,0,4,0,0,0,0,0,0,0,0,0,10,1,13,n,linear,efficient,568.java
769,1,0,0,2,0,0,0,0,0,0,0,0,0,5,1,5,n,linear,efficient,569.java
770,0,0,0,1,0,0,0,0,0,0,0,0,0,6,2,3,n,linear,efficient,57.java
771,2,1,0,3,0,0,0,0,0,0,0,0,0,8,1,11,n,linear,efficient,570.java
772,2,0,0,3,0,0,0,0,0,0,0,0,0,10,1,12,n,linear,efficient,571.java
773,16,0,0,11,1,0,0,0,0,0,0,1,0,28,11,65,n,linear,efficient,574.java
774,4,0,0,5,0,0,0,0,0,0,0,0,3,14,1,11,n,linear,efficient,578.java
775,3,0,0,2,1,0,0,0,0,0,0,0,0,6,6,12,n,linear,efficient,580.java
776,3,0,0,1,1,0,0,0,1,0,0,0,0,12,1,7,n,linear,efficient,582.java
777,1,0,0,2,0,0,0,0,0,0,0,0,0,6,1,3,n,linear,efficient,588.java
778,2,1,0,3,0,0,0,0,0,0,0,0,0,9,2,12,n,linear,efficient,589.java
779,1,0,0,1,0,0,0,0,0,0,0,0,0,4,2,3,n,linear,efficient,59.java
780,1,0,0,2,0,0,0,0,0,0,0,0,0,6,1,3,n,linear,efficient,590.java
781,0,0,0,2,0,0,0,0,0,0,0,0,2,5,1,2,n,linear,efficient,591.java
782,3,2,0,3,0,0,0,0,0,0,2,0,0,11,1,17,n,linear,efficient,593.java
783,7,3,0,4,0,0,0,0,0,1,0,1,0,11,5,26,n,linear,efficient,594.java
784,10,2,0,11,3,0,0,0,0,0,0,0,0,24,10,53,n,linear,efficient,599.java
785,1,0,0,2,0,0,0,0,0,0,0,0,0,5,2,6,n,linear,efficient,6.java
786,3,0,0,2,1,0,0,0,0,0,0,1,0,5,9,16,n,linear,efficient,603.java
787,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,2,n,linear,efficient,604.java
788,7,0,0,2,4,0,0,0,0,0,0,0,0,5,1,17,n,linear,efficient,617.java
789,12,2,0,1,0,0,0,0,0,0,0,0,0,12,3,28,n,linear,efficient,618.java
790,1,0,0,1,0,0,0,0,0,0,0,0,0,5,2,3,n,linear,efficient,62.java
791,9,2,0,6,5,0,0,0,0,0,0,0,0,12,1,29,n,linear,efficient,621.java
792,1,1,0,6,0,0,0,0,0,0,0,0,2,16,1,15,n,linear,efficient,622.java
793,2,1,0,2,0,0,0,0,0,0,0,0,0,10,2,8,n,linear,efficient,632.java
794,1,0,0,2,0,0,0,0,0,0,0,0,0,11,1,6,n,linear,efficient,633.java
795,8,1,0,4,0,0,1,2,1,0,0,0,0,11,6,30,n,linear,efficient,636.java
796,6,0,0,3,0,0,0,0,1,0,0,0,0,7,1,18,n,linear,efficient,637.java
797,10,1,0,4,0,0,0,0,1,0,0,1,0,12,3,34,n,linear,efficient,638.java
798,7,0,0,4,0,0,0,0,1,0,1,0,0,15,1,16,n,linear,efficient,639.java
799,1,0,0,2,0,0,0,0,0,0,0,0,0,5,3,9,n,linear,efficient,64.java
800,11,0,0,8,0,0,0,0,0,0,0,0,0,9,7,40,n,linear,efficient,640.java
801,4,0,0,6,0,0,0,5,0,0,0,1,0,21,8,22,n,linear,efficient,641.java
802,9,0,0,6,0,0,0,0,0,0,0,1,0,20,8,44,n,linear,efficient,642.java
803,1,0,0,2,0,0,0,0,0,0,0,0,0,6,4,5,n,linear,efficient,65.java
804,4,2,0,2,0,0,0,1,0,0,0,0,0,11,1,14,n,linear,efficient,650.java
805,0,0,0,1,0,0,0,0,0,0,0,0,0,7,1,2,n,linear,efficient,653.java
806,13,5,0,11,0,0,0,0,0,0,0,1,0,17,7,65,n,linear,efficient,654.java
807,2,0,0,2,0,0,0,0,0,0,0,0,0,10,1,6,n,linear,efficient,657.java
808,1,0,0,2,0,0,0,0,0,0,0,0,0,4,3,8,n,linear,efficient,658.java
809,2,0,0,1,0,0,0,0,0,0,0,0,0,8,1,5,n,linear,efficient,659.java
810,2,0,0,3,0,0,0,2,0,0,0,0,0,9,2,8,n,linear,efficient,66.java
811,1,1,0,1,1,0,0,1,0,0,0,0,0,5,1,4,n,linear,efficient,660.java
812,3,0,0,1,0,0,0,1,0,0,0,0,0,7,1,6,n,linear,efficient,662.java
813,1,0,0,3,0,0,0,0,0,0,0,0,0,8,1,8,n,linear,efficient,665.java
814,4,1,0,4,0,0,0,1,0,0,0,0,0,15,4,22,n,linear,efficient,667.java
815,9,0,0,2,0,0,0,0,0,0,0,0,2,8,1,17,n,linear,efficient,668.java
816,7,1,0,6,0,0,0,0,0,0,0,1,0,18,8,39,n,linear,efficient,669.java
817,2,0,0,2,0,0,0,0,0,0,0,0,0,6,2,7,n,linear,efficient,67.java
818,2,0,0,4,2,0,0,0,0,0,0,0,0,12,1,14,n,linear,efficient,670.java
819,3,0,0,4,0,0,0,0,0,0,0,0,2,5,1,14,n,linear,efficient,671.java
820,2,1,0,1,0,0,0,0,0,0,0,0,0,7,1,6,n,linear,efficient,672.java
821,0,0,0,3,0,0,0,0,0,0,0,0,0,10,1,5,n,linear,efficient,675.java
822,2,0,0,3,0,0,0,0,0,0,0,0,0,10,1,12,n,linear,efficient,676.java
823,16,0,0,11,1,0,0,0,0,0,0,1,0,28,11,65,n,linear,efficient,679.java
824,4,0,0,5,0,0,0,0,0,0,0,0,3,14,1,11,n,linear,efficient,683.java
825,3,0,0,2,1,0,0,0,0,0,0,0,0,6,6,12,n,linear,efficient,685.java
826,3,0,0,1,1,0,0,0,1,0,0,0,0,12,1,7,n,linear,efficient,687.java
827,3,0,0,2,1,0,0,0,0,0,0,0,0,8,2,12,n,linear,efficient,69.java
828,1,0,0,2,0,0,0,0,0,0,0,0,0,6,1,3,n,linear,efficient,693.java
829,2,1,0,3,0,0,0,0,0,0,0,0,0,9,2,12,n,linear,efficient,694.java
830,1,0,0,2,0,0,0,0,0,0,0,0,0,6,1,3,n,linear,efficient,695.java
831,0,0,0,2,0,0,0,0,0,0,0,0,2,5,1,2,n,linear,efficient,696.java
832,3,2,0,3,0,0,0,0,0,0,2,0,0,11,1,17,n,linear,efficient,698.java
833,7,3,0,4,0,0,0,0,0,1,0,1,0,11,5,26,n,linear,efficient,699.java
834,10,2,0,11,3,0,0,0,0,0,0,0,0,24,10,53,n,linear,efficient,704.java
835,1,1,0,2,0,0,0,1,0,0,0,1,0,7,7,12,n,linear,efficient,708.java
836,0,0,0,6,0,0,0,0,0,0,0,0,2,13,8,14,n,linear,efficient,712.java
837,1,0,0,1,0,0,0,0,0,0,0,0,0,11,1,3,n,linear,efficient,713.java
838,0,0,0,3,0,0,0,1,0,0,0,0,2,6,1,3,n,linear,efficient,714.java
839,7,1,0,4,1,0,0,0,0,0,0,0,0,11,2,28,n,linear,efficient,717.java
840,2,1,0,2,1,0,0,0,0,0,0,0,0,8,1,10,n,linear,efficient,719.java
841,8,2,0,10,0,0,0,2,0,0,0,4,0,23,15,43,n,linear,efficient,721.java
842,2,0,0,6,0,0,0,1,0,0,0,0,4,12,1,14,n,linear,efficient,728.java
843,1,0,0,1,0,0,0,1,0,0,0,0,0,6,1,4,n,linear,efficient,735.java
844,4,0,0,6,0,0,0,7,0,0,0,1,0,19,9,27,n,linear,efficient,736.java
845,6,1,0,6,0,0,0,0,0,0,0,1,0,16,8,26,n,linear,efficient,738.java
846,25,3,0,5,0,0,0,0,0,0,0,1,0,21,4,68,n,linear,efficient,742.java
847,13,1,0,7,1,0,0,1,0,0,0,1,0,17,13,44,n,linear,efficient,746.java
848,9,3,0,12,1,0,0,0,0,0,0,0,0,20,7,46,n,linear,efficient,747.java
849,2,1,0,1,0,0,0,0,0,0,0,0,0,7,1,7,n,linear,efficient,750.java
850,16,0,0,27,1,0,0,0,0,0,0,1,2,39,28,74,n,linear,efficient,752.java
851,0,0,0,2,0,0,0,1,0,0,0,0,0,8,1,2,n,linear,efficient,753.java
852,3,2,0,4,0,0,0,0,0,0,0,0,0,9,1,11,n,linear,efficient,754.java
853,12,0,0,8,0,0,0,0,0,0,0,1,0,23,12,53,n,linear,efficient,756.java
854,2,1,0,2,1,0,0,1,0,0,0,0,0,9,1,9,n,linear,efficient,758.java
855,4,0,0,3,0,0,0,0,0,0,0,0,0,12,2,10,n,linear,efficient,76.java
856,2,0,0,7,0,0,0,0,0,0,0,1,2,11,4,19,n,linear,efficient,761.java
857,1,0,0,2,0,0,0,0,0,0,0,0,0,12,1,4,n,linear,efficient,763.java
858,3,0,0,3,3,0,0,0,0,0,0,1,0,2,6,20,n,linear,efficient,765.java
859,7,2,0,7,0,0,0,0,0,0,0,1,0,22,7,40,n,linear,efficient,770.java
860,1,0,0,1,0,0,0,0,0,0,0,0,0,5,4,7,n,linear,efficient,771.java
861,17,1,0,10,0,0,0,0,0,0,0,1,2,41,9,70,n,linear,efficient,772.java
862,0,0,0,2,0,0,0,0,0,0,0,0,0,6,1,2,n,linear,efficient,773.java
863,2,0,0,1,1,0,0,0,0,0,0,0,0,5,1,7,n,linear,efficient,776.java
864,2,0,0,4,1,0,0,0,0,0,0,0,2,13,2,13,n,linear,efficient,777.java
865,2,0,0,2,0,0,0,0,0,0,0,0,0,8,2,8,n,linear,efficient,78.java
866,3,1,0,5,0,0,0,1,0,0,0,0,2,14,1,15,n,linear,efficient,785.java
867,8,1,0,4,0,0,0,2,0,0,0,0,0,11,4,25,n,linear,efficient,786.java
868,1,0,0,3,0,0,0,0,0,0,0,0,0,8,4,11,n,linear,efficient,789.java
869,2,0,0,2,0,0,0,0,0,0,0,0,0,7,2,8,n,linear,efficient,79.java
870,0,0,0,2,0,0,0,0,0,0,0,0,0,7,1,3,n,linear,efficient,793.java
871,6,0,0,12,0,0,0,1,0,0,0,1,2,26,8,39,n,linear,efficient,795.java
872,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,2,n,linear,efficient,796.java
873,0,0,1,3,3,0,0,3,0,0,0,0,0,8,5,15,n,linear,efficient,798.java
874,0,0,0,7,0,0,0,0,0,0,0,0,2,13,8,15,n,linear,efficient,799.java
875,0,0,0,1,0,0,0,0,0,0,0,0,0,5,2,1,n,linear,efficient,8.java
876,2,1,0,1,0,0,0,0,0,0,0,0,0,3,2,8,n,linear,efficient,80.java
877,4,0,0,3,0,0,0,0,0,0,0,1,0,9,9,25,n,linear,efficient,800.java
878,5,0,0,4,1,0,0,1,0,0,0,1,2,10,12,25,n,linear,efficient,801.java
879,1,1,0,4,0,0,0,0,0,0,0,0,0,13,1,9,n,linear,efficient,803.java
880,2,0,0,2,1,0,0,0,0,0,0,0,0,6,1,8,n,linear,efficient,806.java
881,0,0,0,1,0,0,0,0,0,0,0,0,0,11,2,2,n,linear,efficient,81.java
882,2,1,0,3,0,0,0,0,0,0,0,0,0,9,1,12,n,linear,efficient,814.java
883,3,0,0,17,0,0,0,0,0,0,0,0,12,34,2,29,n,linear,efficient,820.java
884,1,0,0,1,1,0,0,0,0,0,0,0,0,6,1,4,n,linear,efficient,824.java
885,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,2,n,linear,efficient,825.java
886,4,2,0,5,1,0,0,0,0,0,0,0,0,12,1,22,n,linear,efficient,827.java
887,2,0,0,3,0,0,0,2,0,0,0,0,0,4,5,11,n,linear,efficient,828.java
888,0,0,0,1,0,0,0,2,0,0,0,0,0,6,1,1,n,linear,efficient,829.java
889,2,0,0,3,0,0,0,0,0,0,0,0,0,8,1,11,n,linear,efficient,836.java
890,2,1,0,6,0,0,0,2,0,0,0,0,0,10,2,15,n,linear,efficient,837.java
891,10,2,0,8,0,0,0,1,0,0,0,0,2,23,3,40,n,linear,efficient,841.java
892,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1,2,n,linear,efficient,846.java
893,7,3,0,2,1,0,0,0,0,0,0,0,0,10,1,21,n,linear,efficient,848.java
894,3,1,0,2,0,0,0,0,0,0,0,0,0,8,2,9,n,linear,efficient,85.java
895,2,0,0,3,0,0,0,0,0,0,0,0,0,9,1,7,n,linear,efficient,851.java
896,1,0,0,2,0,0,0,0,0,0,0,0,0,3,1,4,n,linear,efficient,854.java
897,5,0,0,2,0,0,0,0,0,0,0,0,0,9,1,11,n,linear,efficient,856.java
898,2,0,0,3,0,0,0,0,0,1,0,0,2,15,1,8,n,linear,efficient,857.java
899,3,1,0,4,0,0,0,0,0,0,0,1,0,11,24,27,n,linear,efficient,860.java
900,3,0,0,4,0,0,0,0,0,0,0,1,0,8,6,17,n,linear,efficient,861.java
901,2,1,0,6,0,0,0,1,0,0,0,0,0,13,6,24,n,linear,efficient,864.java
902,1,0,0,7,0,0,0,0,0,0,0,0,2,13,8,18,n,linear,efficient,867.java
903,1,0,0,1,0,0,0,0,0,0,0,0,0,10,1,4,n,linear,efficient,869.java
904,4,0,0,5,2,0,0,0,0,0,0,0,2,13,1,20,n,linear,efficient,874.java
905,2,0,0,1,0,0,0,0,0,0,0,3,0,10,3,6,n,linear,efficient,875.java
906,1,0,0,1,0,0,0,0,0,2,0,1,0,14,6,10,n,linear,efficient,880.java
907,2,1,0,2,0,0,0,0,0,0,0,0,0,10,1,9,n,linear,efficient,881.java
908,2,1,0,2,0,0,0,0,0,1,0,0,0,9,1,9,n,linear,efficient,883.java
909,1,1,0,3,0,0,0,0,0,0,0,0,0,12,1,9,n,linear,efficient,886.java
910,2,1,0,1,0,0,0,0,0,0,0,0,0,6,2,8,n,linear,efficient,887.java
